tweet	time	tweet_id	lat	long
Weirdest shit ever I woke up cause I dreamed of an earthquake and I'm sitting here creeper out cause there was one in the bay	 2014-08-24 11:14:01	1574577804	36.6758627	-121.6604538
@RobMayeda Husband woke up saying earthquake south san jose	 2014-08-24 11:14:33	1526164801	37.231989	-121.7946625
I was awake before the earthquake.... but I really need to sleep ???Å	 2014-08-24 11:15:37	337984225	37.29850934	-121.9632478
Wow  that was a decent quake in a while! It had woken me up this early. It was around a M6.0É?? http://t.co/Sglu3jaxDk	 2014-08-24 11:17:29	54463831	37.34240127	-121.9263003
6.0 earthquake! Sun Aug 24 03:20:44 PDT 2014 near 6km NW of American Canyon California http://t.co/R58hXfYij5 #earthquake Good morning!	 2014-08-24 11:18:16	144540333	37.3108721	-121.9122105
É??@OracleArena: RT if you felt that shake rattle &amp; roll! #earthquakesSFÉ?ù Joe Turner!	 2014-08-24 11:18:40	22876911	37.3550765	-121.833827
Rules for 2014 @TheMGMkid: @winefashionista duck and cover 4 atom bomb .. Water and twitter 4 #earthquake	 2014-08-24 11:19:22	103983157	37.27736386	-121.7617649
Being in Tahoe saved me from feeling that earthquake but I hope everyone in Napa is ok Éù?ã?è	 2014-08-24 11:20:26	1361141876	39.23579721	-120.0759927
É??@VegasBiLL: This is what the world has come to #earthquake via RT @MattMatzz http://t.co/GpUdFMfUyE American Canyon #quakeÉ?ù @Tabifit	 2014-08-24 11:24:14	1363176446	37.32098448	-122.0310096
É??@VegasBiLL:This is what the world has come to #earthquake via RT @MattMatzz http://t.co/GpUdFMfUyE American Canyon #quakeÉ?ù@SportSXMichelle	 2014-08-24 11:24:33	1363176446	37.32099253	-122.0310304
Why am I always in the car during earthquakes. My speakers knock too hard earth can't handle me	 2014-08-24 11:24:31	15871680	37.36542533	-121.8378625
@cat_mylinh @agarwal @earthquakesSF yep that's one of my go tos	 2014-08-24 11:25:43	14400532	37.3019607	-122.2673536
Jolted awake by #napaquake in south San Jose but it wasn't strong enough to realize what was going on.	 2014-08-24 11:28:08	325627831	37.24165234	-121.8106251
Early birthday morning wake up call! #earthquake #California #thanksformybirthdaypresenttectonicplates #poornapa #savethewine	 2014-08-24 11:27:56	21411165	37.28625066	-121.9380392
@burritojustice go to @earthquakesSF from now on	 2014-08-24 11:29:51	14400532	37.3019558	-122.2673536
#earthquake #BayArea felt an hour ago but could not able to sleep after that.	 2014-08-24 11:31:00	12264492	37.35930736	-122.0514135
Make sure you go back to bed with PJ's on... We might be getting up and running out the door if there's another #earthquake	 2014-08-24 11:31:10	23901596	37.3157997	-121.8280132
The dialogue that @HaywardFault is having with folks now at 4:30am is actually pretty amusing. #earthquake @MikeyNoWay	 2014-08-24 11:33:27	269937984	37.30375065	-121.8998904
Slept through the earthquake #aintmessinwithmysleep	 2014-08-24 11:34:27	598686645	37.24113162	-121.8050376
#earthquake #BayArea #sunnyvale felt an hour ago but could not able to sleep after that.	 2014-08-24 11:34:04	12264492	37.35922483	-122.0514754
É??@jenny8lee:broken bottles of wine at Safeway in American Canyon near earthquake epicenter. via @andy_bms http://t.co/ZilGlch5JwÉ?ù @Tabifit	 2014-08-24 11:34:56	1363176446	37.32098307	-122.0310356
É??@jenny8lee:broken bottles of wine at Safeway in American Canyon near earthquake epicenter. http://t.co/ZilGlch5JwÉ?ù @mollywaldron	 2014-08-24 11:35:44	1363176446	37.3209919	-122.0310232
É??@orlando_tina: #earthquake somebody please check on Charlie Manson for meÉ?ù And make sure that sick nut's jail cell is locked and secureÉù?ã?è	 2014-08-24 11:47:53	185448870	36.98617652	-122.0110417
Only is the Bay Area are there 6.0 earthquakes at 3 in the morning and people getting shot in your front yard.	 2014-08-24 11:49:46	2322772028	37.34385502	-122.1188097
É??@CNN: Strongest quake in 25 years strikes California's Bay Area. http://t.co/OybJmqtst7É?ù@Tabifit	 2014-08-24 11:57:27	1363176446	37.32078945	-122.0310549
É??@CNN: Strongest quake in 25 years strikes California's Bay Area. http://t.co/90vPpU2EiOÉ?ù@SportSXMichelle	 2014-08-24 11:57:34	1363176446	37.32086518	-122.0310029
É??@VegasBiLL: Building Destroyed in Napa #Earthquake RT @Lyalldavenport http://t.co/AsoyJlo7DK #quakeÉ?ù @Tabifit	 2014-08-24 11:59:52	1363176446	37.32098056	-122.0310178
I guess I slept through an earthquake .. I was knocked out not cool	 2014-08-24 11:59:39	2468529067	37.35126282	-121.8028154
I felt no earthquake mainly because I'm dancing around my room	 2014-08-24 12:02:44	998285665	37.13372092	-121.6257694
Earthquake at 3:20am hit Sonoma Valley at a 6.0 in Napa County and has made the lights go out for a 5 mile radius	 2014-08-24 12:02:53	598686645	37.23724115	-121.8039169
Great. An earthquake to fuck my commute tomorrow.... Christ. Get over it...	 2014-08-24 12:09:15	111148655	38.72944446	-120.7951725
Earthquake hit a few minutes before 4am  but I kept sleeping!	 2014-08-24 12:13:44	2151215012	37.3157418	-121.9543583
there was an earthquake??	 2014-08-24 12:17:02	1490855678	37.34878513	-121.8164874
Not surprised I slept through the earthquake haha	 2014-08-24 12:31:24	438838360	37.2853668	-121.9245214
@rlieberman2529 Spoke with Sonoma county raceway spokesperson - no determination on race yet. #earthquake	 2014-08-24 12:33:30	104681322	37.32869777	-121.8575591
Another day another dollar! #IWishIWasRich #TheStruggle #EarthquakeAt3am	 2014-08-24 12:41:41	2686584102	37.3379816	-121.877957
54% chance of a strong #aftershock #earthquake #BayAreaQuake http://t.co/bqjlyIfhBd	 2014-08-24 12:46:52	28526735	37.06497988	-122.004526
"Earthquake !!! ???Ò que manera de despedirme y de dejarme ""tranquila"" wuaaa!"	 2014-08-24 12:47:50	183864664	36.59296143	-121.8738316
Oh that's why I fell off my bed! I thought I was drunk #Earthquake #CaliProblems	 2014-08-24 12:49:26	2686584102	37.3347492	-121.8766065
Can't wait to get home and find out what bathroom supplies fell into cat litter #earthquake	 2014-08-24 12:50:57	737911014	39.01191162	-120.9743906
@jerryliet: CHAOS: @SilverOak wine store after the 6.1 earthquake in #California. http://t.co/vAgLE2DU20 I'm crying	 2014-08-24 12:55:07	26909778	37.01129872	-122.0332911
Apparently there was an earthquake...	 2014-08-24 13:00:41	455260911	37.13329753	-121.681217
@YaYaMez77 what earthquake vos? ... Stop yes u do ....	 2014-08-24 13:04:07	249496407	37.2570803	-121.8288143
im hella late but damn there was a earthquake when i wasnt in the bay? not cooooool haha	 2014-08-24 13:01:17	208839036	36.76388495	-119.7508472
Lool San Francisco had a earthquake today and I'm headed there haha	 2014-08-24 13:07:49	276883922	36.7326586	-119.7931623
#napaquake #earthquake #sfearthquake http://t.co/QbCkvO3Cx7	 2014-08-24 13:14:17	104937383	37.34917372	-122.0480241
14 years in San Francisco waiting to experience a big #earthquake and I'm in Lake Tahoe this weekend missing the action :) #aftershocks	 2014-08-24 13:18:51	5501972	39.33629622	-120.1468643
did I miss something about an earthquake?	 2014-08-24 13:19:36	2593355252	37.33492729	-121.9074916
@KristenDeLuca they weren't joking about the early bird gets the worm! U will be successful.. Happy Sunday Funday from earthquake country	 2014-08-24 13:21:35	1363176446	37.32102615	-122.0310814
I hella felt that earth quake	 2014-08-24 13:24:30	946981519	37.25457032	-121.8158778
I just noticed this 6.2 earthquake using Earthquake App for iOS( http://t.co/hl2c0uEVWp) #napa http://t.co/UKFuL1RpY6 http://t.co/YLUzniWmsH	 2014-08-24 13:33:54	57573091	39.167687	-123.217462
I didn't even know there was an earthquake until I checked twitter this morning	 2014-08-24 13:40:37	1592765539	37.26055697	-121.7995224
I still have yet to experience an earthquake in CA. Apparently I slept right through a 6.1. #tired #newborn #unconscious #deadtotheworld	 2014-08-24 13:41:48	11946622	37.32275199	-121.9220134
Aftermath of last nights 6.1 quake. Coins fell off the side table #eathquakedamage http://t.co/tLLUhSkxta	 2014-08-24 13:44:12	140993495	37.32142844	-122.0317067
6.0 quake in Vallejo #cray	 2014-08-24 13:57:06	24791736	39.76071894	-121.8485532
That was a mild shake in the south bay but worked better than the alarm clock. Wish for the safety of people. #sfearthquake	 2014-08-24 14:03:43	2369888654	37.3272854	-122.0501756
First generation #NorCal  kids are second. 6.0 quake you say? Yeah  we slept thru it.	 2014-08-24 14:03:14	160330475	37.34136587	-122.0400808
Of course I'm in the Bay Area when the strongest earthquake in 25 yrs hits!! http://t.co/KKsBH4Un61	 2014-08-24 14:05:29	32155129	36.94330512	-120.8566244
Definitely slept through that earthquake	 2014-08-24 14:08:01	194361266	37.2489846	-121.9068653
Earthquake? What earthquake? Didnt feel a thing #California #Californiaearthquake	 2014-08-24 14:09:17	14336816	37.23309787	-121.960335
Oh I was trying to see if everyone was all good back home but the earthquake was in Napa Valley	 2014-08-24 14:08:28	147344543	37.361888	-121.906769
É??@ABC: JUST IN: 6.0 magnitude earthquake hits northern California: http://t.co/8b93e1gashÉ?ù deff felt this	 2014-08-24 14:10:33	416766833	37.3299761	-121.9058081
Apparently I'm the only person who slept through the earthquake this morning. #fb #CALife #earthquake	 2014-08-24 14:11:03	238765789	37.31969163	-121.9724222
Dude 6.0 earthquake	 2014-08-24 14:12:06	147344543	37.36189677	-121.9067631
There was an earthquake when I was sleeping I didn't fell a thing	 2014-08-24 14:13:27	564026632	36.96564362	-122.0193686
I HAVE ALWAYS WANTED TO FEELSN EARTHQUAKE WHY DID I NOT WAKE UP ????	 2014-08-24 14:15:46	48266765	36.81015909	-119.7518759
Apparently there was an earthquake? x.O	 2014-08-24 14:17:17	500501458	37.3610274	-121.9085572
While everyone felt the earthquake last night i was sleeping ???????? #heavysleeper	 2014-08-24 14:17:20	1305529488	37.3025216	-121.965825
É??@AP: BREAKING: USGS says 6.0 magnitude earthquake shakes Northern California's San Francisco Bay area.É?ù Last night ????	 2014-08-24 14:20:23	263518149	37.33083377	-121.9094231
Hope everyone is OK in the bay area today. #earthquake	 2014-08-24 14:21:43	29924741	36.7558014	-119.8007129
Earthquake weather outside today.????????????	 2014-08-24 14:23:22	25939259	37.3416032	-120.5906142
Is it too soon for #PrayForAmericanCanyon? #NeverForgetNapa #WeWillRebuild?	 2014-08-24 14:26:34	300064479	38.9306488	-119.987804
6.0 Earthquake at 3:30am. I missed you too California. I missed you too.	 2014-08-24 14:26:36	2432452728	37.33406375	-121.8853736
Hope everyone's ok in Napa and SF. We're down in Monterey for the weekend and missed the excitement. #sfquake	 2014-08-24 14:26:32	641483	36.59379069	-121.8799563
I got woken up by an earthquake at like 3:30 am ???™	 2014-08-24 14:30:29	55677008	37.3225196	-121.8318008
Waking up in the middle of a 6.0 magnitude earthquake last night made me never want to sleep on bunk beds ever again.	 2014-08-24 14:33:49	394997266	37.23495858	-121.8524542
I was asleep for the quake until the bird flipped shit	 2014-08-24 14:35:03	35806141	37.23961456	-121.9486934
Here less than a week &amp; already an earthquake north of us. I don't think we felt any tremors after  but I did wake really early.	 2014-08-24 14:40:29	358849234	37.3265589	-121.868524
Oh yea it's an #sfearthquake. Did wake me up in #Sunnyvale	 2014-08-24 14:41:25	3462261	37.35259652	-122.0102799
"#twobuckchuck getting made . ""@DavidSilverOak: Earthquake at @SilverOak http://t.co/CArOLkf0uC"""	 2014-08-24 14:41:05	414059980	39.0056112	-120.9934323
@abhaga @abhimanyulad we are doing fine. A bit scary though :-) reminder to get earthquake insurance	 2014-08-24 14:42:15	53411858	37.37257565	-121.8806902
wait there was an earthquake?	 2014-08-24 14:43:03	108215540	37.32283484	-122.0069686
there was an earthquake..?	 2014-08-24 14:44:21	1271457198	37.36185323	-121.9500791
Mobile homes - it's always the mobile homes. #napaquake	 2014-08-24 14:49:14	132399660	37.49558654	-120.8370661
Their was a earthquake in vallejo ?	 2014-08-24 14:51:05	1973546978	39.1879723	-121.5217803
So none of these news outlets mention loss of water/power during #harvest14 ? Lots of lost inventory  too. Not just tourism. #napaquake	 2014-08-24 14:51:36	14523087	37.26008487	-121.9618056
@tinypotpie @KayceeSogard #PrayForNapa http://t.co/FuGrUnbHl2	 2014-08-24 14:52:31	300064479	38.9304444	-119.9874839
Everyone from the Bay Area is trippin' about the earthquake	 2014-08-24 14:52:23	453653656	36.69539059	-119.5680072
Apparently there was an earthquake this morning but I didn't feel a thing.	 2014-08-24 14:54:39	587882131	36.8384023	-121.3740665
What earthquake?	 2014-08-24 14:56:30	1008283386	37.33240301	-121.7780836
Good thing while I woke up to the earthquake I was also on the twentieth floor of a hotel????????????	 2014-08-24 14:57:00	595259586	37.33036456	-121.8882079
We are okay after the 6.0 earthquake in Napa this morning.	 2014-08-24 14:56:56	199325026	37.33756184	-121.9569835
Northern California got hit hard with a big 6.0 earthquake today	 2014-08-24 14:57:54	417570140	36.7107827	-119.7141347
@AmendFitness yes there was an earthquake and yes we are ok	 2014-08-24 14:57:33	257117047	38.67621968	-120.9904472
6.0 quake hits Napa County MT: @SFGate: Fires  injuries and more: updates on #napaquake: http://t.co/IeD3OjM8vA http://t.co/JUHUq5xp16	 2014-08-24 14:59:32	523349706	36.88118116	-119.7695124
@habitforming That looks awesome! Enjoy guys! Did you feel the earthquake last night?	 2014-08-24 14:59:08	2432452728	37.33413479	-121.8854442
Our first night in #SanFrancisco woke up to an #earthquake at 3:20AM magnitude of 6.1! @ismailhpolat didnt wake up at all. It shaked a lotÉ??	 2014-08-24 15:02:10	46998621	37.33090976	-121.8788027
well I guess there was an earthquake... I didn't even know	 2014-08-24 15:03:59	1012427112	37.23467625	-121.7562674
Well... I didn't feel an earthquake. ???è	 2014-08-24 15:04:29	595132415	37.12399811	-121.687655
2nd San Francisco earthquake I've been through. Glad to say I didn't feel this one in the South Bay #earthquake	 2014-08-24 15:04:27	202218452	37.32111063	-122.0196784
We're 70 miles south in Campbell and felt #napaquake at 3:21am knew then it must be bigger elsewhere.	 2014-08-24 15:05:36	24177855	37.2959045	-121.9245641
Well. I slept right through that. #earthquake	 2014-08-24 15:06:13	1414513898	37.2864594	-121.9513178
6.0 Magnitude Earthquake in Napa and I didn't feel a thing! #napaearthquake	 2014-08-24 15:06:44	580208016	37.2540562	-121.8414351
Slept through the earthquake ???™	 2014-08-24 15:06:29	128642331	37.28339117	-121.9893876
What a damn wake up call  that was no earthquake it was more like a Californian exorcism #BayAreaQuake	 2014-08-24 15:07:43	32331849	37.31849038	-121.8824677
I guess I slept right through an earthquake????	 2014-08-24 15:07:22	1315465045	37.26374708	-121.9449398
Did anyone feel the earthquake? Hope everyone is okay! https://t.co/6ZJrrpQplL	 2014-08-24 15:14:42	66934681	38.9489637	-119.9556568
Slept through quake in South Bay	 2014-08-24 15:14:34	16089737	37.3292688	-122.0048793
Earthquakes are like a very nice wake up massage #californiaproblems	 2014-08-24 15:19:27	104689093	37.23140177	-121.9529436
Woke up and didn't feel the earthquake this morning. Hope everyone is ok. #earthquake #sfearthquake	 2014-08-24 15:18:56	322421525	36.994996	-121.567737
Biggest earthquake in 25yrs happened in California (not near me)at 3.20 am in Napa county. Thoughts going out to everyone affected	 2014-08-24 15:20:14	144975339	39.02238612	-123.6869486
#B?≠r?¯arbunga + #napaquake = destroyed twitter timeline.	 2014-08-24 15:21:06	132399660	37.4961068	-120.8374426
Hope everyone up north is okay after that earthquake!	 2014-08-24 15:25:22	169383768	37.31241656	-121.8910511
I slept through my first earthquake. God dammit	 2014-08-24 15:27:16	1037862896	37.264923	-121.8581316
I guess it's time to put together an #earthquake emergency kit now. Do people still do those? #southnapaquake #napaquake #napaearthquake	 2014-08-24 15:28:06	49220746	37.0566033	-121.5497012
Apparently there was a 6.0 earthquake this morning in Napa. I don't think it reached San Jose  but if it did  I slept right through it.	 2014-08-24 15:30:06	218269288	37.26531345	-121.9905913
Did not feel the earthquake in Carmel. I was also passed out from heavily drinking	 2014-08-24 15:30:00	56491596	36.55588039	-121.9246647
Aftershocks are expected for the next week.	 2014-08-24 15:30:28	218269288	37.26540774	-121.9905519
The fact that I slept through a 6.0 earthquake and had no idea it happened is a testament to my sleeping superpowers	 2014-08-24 15:30:53	1557304370	37.34129812	-122.0520821
What earthquake?	 2014-08-24 15:32:52	631682899	36.67570062	-121.7797639
First earthquake experienced.. #Earthquake so terrifying @ankitoshniwal	 2014-08-24 15:33:36	529783064	37.35321127	-121.9595284
"Me too ""@wiley: I'm the first to admit I had absolutely no earthquake preparedness plan. Time to figure that business out. #quake #sf"""	 2014-08-24 15:34:47	8394602	38.9502198	-119.9493393
I just hope Calistoga Speedway is okay. ???? #NapaEarthquake	 2014-08-24 15:34:43	434737897	39.72402886	-121.8409546
I felt the SF Earthquake in Lake Tahoe as a single soft jolt to the building. - http://t.co/XAhlF3uXEV	 2014-08-24 15:36:03	18257438	39.2395037	-120.0527172
Can't believe I slept through a earthquake????	 2014-08-24 15:36:50	552416056	37.33955094	-121.8631263
I feel as if I'm the only one who slept through the earthquake as if nothing happened.	 2014-08-24 15:39:11	760493660	37.3277605	-121.8852841
Golden Gate Bridge better not be closed because of this quake	 2014-08-24 15:40:06	276883922	37.6398292	-121.0018885
6.0 earthquake in Napa Valley ????	 2014-08-24 15:42:01	448269783	37.33351284	-121.8796033
Well earthquakes are a new experience for me	 2014-08-24 15:41:39	151169423	37.3203494	-121.9494716
Lol I thought that earthquake was a part of my dream... Guess it really happened	 2014-08-24 15:42:41	423842965	37.22354719	-121.8592349
@FeliciaRomero GM from Earthquake Country! Another great blog! Focus &amp; Determined!	 2014-08-24 15:45:44	1363176446	37.32095447	-122.0311126
I did not feel that earthquake?	 2014-08-24 15:46:03	2283174296	37.3167512	-121.8551425
The earthquakes was a sign for our Earthquakes ???Å???????????? #Quakes74 @SJEarthquakes	 2014-08-24 15:47:00	2283174296	37.3167512	-121.8551425
Definitely just slept through a 6.0 earthquake #CaliforniaProblems	 2014-08-24 15:48:46	391158765	37.27217876	-122.0172833
I will always sleep through an earthquake	 2014-08-24 15:50:43	2347692980	37.3049582	-121.9537907
There was an earthquake? Def slept through that. Hope everyone is okay	 2014-08-24 15:50:35	185975395	37.25964472	-121.9204685
Tf there was an earthquake? ????	 2014-08-24 15:51:10	1942555116	39.2187432	-122.0222918
Biggest earthquake in Napa since Loma Prieta 6.1	 2014-08-24 15:53:07	1950732566	37.13243818	-122.0026448
Totally slept through #napaquake You're gonna have to do better than that CA. Or just don't at all. #kthxbye	 2014-08-24 15:55:19	107342664	37.28350157	-121.9361901
Wait there was an earthquake...????	 2014-08-24 15:55:37	285411573	37.31360601	-121.7703709
Our earthquake damage. Damn recycle bag. Flopped right over. Could take all day. Cc: @gbs417 http://t.co/dFj9nNBS4R	 2014-08-24 15:55:38	41636461	37.34113304	-121.9832102
Good thing to wake up to - É??@ABC: Today's South Napa quake was biggest in California since 1989: http://t.co/wUcc55mKofÉ?ù	 2014-08-24 15:56:45	184635363	36.58175855	-121.9510974
I'm glad I slept right thru that earthquake ????	 2014-08-24 15:57:04	24842055	36.96609673	-121.7687484
@chitandaa we had an earthquake?	 2014-08-24 15:57:47	520165818	37.2293863	-121.7833203
3:23..eyes open wide..then bed started rocking back and forth like a baby's carriage. Clam down  That's the second quake cricket calmed.	 2014-08-24 15:58:33	1853379145	37.2888458	-121.8202349
Earthquake?! I slept through it  oops. I hope my friends who live north of me are okay!!	 2014-08-24 15:59:25	2484688399	37.3008995	-122.0187233
Thank god I slept through the earthquake. I would have been shitting bricks if I felt it...????	 2014-08-24 15:59:15	36571940	37.35346366	-122.0084992
Who else slept right through the earthquake last night? #TurnDownForWhat	 2014-08-24 15:59:51	1027141321	37.1549765	-122.131041
1.8 magnitude #earthquake. 19 km from Chico  CA #UnitedStates http://t.co/gPJJDezYYF	 2014-08-24 16:00:11	362523555	39.7582	-122.0537
Woke up to a phone call from my bro-in-law asking me about #napaquake; everything ok here in San Jose -- we didn't feel it at 3 am.	 2014-08-24 16:02:45	17870087	37.3129766	-121.9225679
There was a 6.1 earthquake in the Bay Area.	 2014-08-24 16:02:56	177798636	36.65326013	-121.797307
Woke up from a bad dream around 3:30 last night but apparently there was an earthquake then!? ???ù????	 2014-08-24 16:03:51	746158537	38.36525941	-120.7902945
There was an earthquake...in California? Omg  next thing you know there'll be tornadoes in Kansas and hurricanes in Florida?	 2014-08-24 16:03:51	2185966879	37.32335876	-122.0398306
So I woke up last night to my bed shaking  I thought it was a person shaking it  but no one was around. Ya IT WAS AN EARTHQUAKE! ????????	 2014-08-24 16:03:53	1869506510	37.24087155	-121.9807122
How was there a big ass earthquake and I didn't even feel it..	 2014-08-24 16:05:33	874506932	37.33748771	-121.7823335
Thanks to 1st responders who are working on #napaquake; our thoughts &amp; prayers with our neighbors in the north bay. Be safe.	 2014-08-24 16:05:42	17870087	37.3129766	-121.9225679
Here's an updated 9am live copter shot of the #napaquake right-lateral offset to HWY 121. Already patched w/ asphalt. http://t.co/nUHQxEk2V1	 2014-08-24 16:07:49	132399660	37.49619749	-120.8374226
wow I slept through the whole earthquake......????	 2014-08-24 16:09:45	970441957	37.29971014	-121.9427388
The broken wine bottles] were part of his private collection and worth hundreds of dollars. http://t.co/ztGMXUlr58 #napaquake	 2014-08-24 16:11:13	23558652	37.36659607	-121.8387109
You know you like in California when: everyone &amp; their mom is talking about the earthquake ????	 2014-08-24 16:12:01	47050565	37.33336826	-121.8740046
@kaystalk a lot of things and earthquakes don't mix	 2014-08-24 16:13:19	274332386	37.33515404	-121.877455
I didn't feel no damnn earthquake	 2014-08-24 16:14:24	2285611844	37.2644442	-121.7962493
I thought I was tripping when I woke up and my body was shaking ! Lol me and my boys really just slept through the earthquake lol	 2014-08-24 16:15:10	2387855124	37.2778527	-121.8491436
Earthquake?	 2014-08-24 16:16:17	18778705	37.66585753	-120.9403849
slept through another earthquake ????	 2014-08-24 16:19:02	622345635	37.25118667	-121.7868833
First baby: Instantly up at any noise. Second baby: There was an earthquake?	 2014-08-24 16:19:33	12838512	37.3701079	-122.0808862
@lakishuh thanks É?ßã?è I didn't even know earthquakes could hit here since I'm like a mile away from the beach.	 2014-08-24 16:19:26	177798636	36.65335517	-121.7972416
earthquake and suge knight gets shot at chris brown's pre-vma party?! daaaamn!! ????	 2014-08-24 16:19:31	31271257	37.35786621	-121.989246
Coworker reported downstairs male neighbor screaming during quake. This is #NorCal dude. Got to be tougher at this level  right @dandibley ?	 2014-08-24 16:20:24	160330475	37.3413921	-122.0399958
Last night I was woken up at 3:30 am by an earthquake ???? Scariest thing of my life	 2014-08-24 16:20:46	511306071	36.53671721	-121.7981785
We didn't really feel the earthquake over here cause it hit around napa and it didn't hit in San Jose as hard	 2014-08-24 16:21:42	1315775852	37.25307407	-121.8278017
@HaleyCheca: É??@yaaboii___: Nigga fuck that earthquake i was K.O'd ????????É?ù	 2014-08-24 16:21:50	2285611844	37.2644218	-121.796287
I must be a heavy sleeper if I did not feel that earthquake tbh	 2014-08-24 16:21:23	1118687910	37.29027917	-121.8785593
6.1 Earthquake at 3:20AM PDT  American Canyon  CA (Near Napa  CA - San Francisco Bay Area). @ NapaÉ?? http://t.co/apJcpSLaOF	 2014-08-24 16:22:20	44781354	37.3652002	-121.9245808
what earthquake bye	 2014-08-24 16:22:30	630390190	37.29955	-121.7772618
Damn  6.0 earthquake in Napa! Slept right through it. Hope everyone is safe and ok.	 2014-08-24 16:24:41	145447106	37.27692913	-121.8394784
I'm fine. Earthquake's gone people. Damn thing woke me up though...	 2014-08-24 16:25:41	42561790	37.35409046	-122.0265641
How come I never wake up for earthquakes	 2014-08-24 16:26:28	373635536	37.2025858	-121.8320928
And apparently it was a big earthquake too what is my problem	 2014-08-24 16:27:31	373635536	37.20258581	-121.8320928
É??@bluthquotes: #napaquake #earthquake #sfearthquake http://t.co/0jAm4GlXSuÉ?ù. @jessmoylan @TayyBoon @samrboardman	 2014-08-24 16:27:17	385215747	39.08158236	-120.1320527
Well my @ADPi_SSU sisters must have really rocked their #spiritweek! ???? Miss &amp; love you all hang in there! #napaearthquake ????????	 2014-08-24 16:28:15	272783056	36.8986055	-119.7548338
No lead in.. Just straight to the 6.x... RT #earthquake http://t.co/ROfdkrSgytÉ?ù	 2014-08-24 16:28:50	16597476	36.36036036	-119.6347262
#NapaEarthquake Sending good wishes to our friends in Napa. Thankful there were so few injuries.	 2014-08-24 16:29:20	111629530	37.09251293	-121.6540874
In Tahoe  didn't feel the quake. A little anxious to get home.	 2014-08-24 16:29:37	2436115542	39.23493606	-120.0207293
There was an earthquake in the bay? ???? damnn	 2014-08-24 16:30:44	71395144	38.92737327	-119.9892603
Shut up about the damn earthquake already shiiiiiiit	 2014-08-24 16:30:48	1517071164	37.3489693	-121.9199875
Didn't wake up to any earthquake earlier but to Kendrick blowing up my phone. Weird...	 2014-08-24 16:30:35	18826194	37.33609543	-121.864216
stfu about the earthquakes go study your positive ions.	 2014-08-24 16:31:16	1031539136	37.36217693	-121.9577769
O felt that earthquake. ..omgeeee.crazzy.	 2014-08-24 16:31:10	471779697	37.3318524	-121.823099
California Penal Code section 402 makes it a misdemeanor to go sightseeing at the scene of a disaster such as this Earthquake.	 2014-08-24 16:31:00	26909778	37.01129872	-122.0332911
Well fuck me right? Earth quake would hit the bay right before I head back	 2014-08-24 16:32:03	1389829296	36.30614963	-119.1523834
Slept through an earthquake. ????	 2014-08-24 16:31:55	774520279	39.11628078	-121.3986598
YOU DIDNT FEEL THE EARTHQUAKE!? Nigga I was sleeping.	 2014-08-24 16:31:57	2439388806	37.32494287	-121.7971577
Just felt my first earthquake this morning. Giving thanks to God I survived.???è???è	 2014-08-24 16:33:37	65441463	37.36941203	-121.9946707
Earthquake news all over	 2014-08-24 16:34:31	31285700	36.6823797	-121.6008931
dude there was an earthquake last night ?	 2014-08-24 16:34:52	2302518614	37.34052267	-121.9336389
SF Tweeps how bad was the quake in the city? We didn't feel it all down here in the burbs. #napaquake #napaearthquake	 2014-08-24 16:35:11	243499984	36.9826276	-121.5811418
@MsVeracruzXXX GM! From Earthquake country!	 2014-08-24 16:35:43	1363176446	37.32101005	-122.0310899
@Darian81796 I find it scary! Haha that wasn't too far from us! I'm worried about feeling the aftershock.	 2014-08-24 16:36:21	331904772	38.69305746	-120.8434169
No matter how long I've been in California  I'll never get used to those damn earthquakes. ????	 2014-08-24 16:37:55	416441721	37.24351014	-121.9558675
Napa earthquake damage. http://t.co/OHh3UrYWvL	 2014-08-24 16:40:26	26909778	37.01129872	-122.0332911
So glad I didn't feel the earthquake last night!	 2014-08-24 16:41:12	118190155	37.3229913	-121.975667
@mace_facexo tell aunt nelly we had a 6.1 earthquake in SF. Ugh f those things. They're scary	 2014-08-24 16:41:59	416441721	37.2435063	-121.9557963
I was drunk everything felt like an earthquake last night	 2014-08-24 16:42:18	503796643	37.2911231	-121.941313
Yea no f**k that! I hate hate hate #earthquake makes me want to move back to Vegas :/	 2014-08-24 16:43:17	41803671	37.00853091	-121.5933914
All my east coasters.... Be thankful you don't get earthquakes!!!	 2014-08-24 16:44:13	416441721	37.24351492	-121.9558453
Yep! It was crazy loud and we were unsure what was happening! Then 2 hours later was the earthquake. @TheMiaSide	 2014-08-24 16:44:13	132062287	39.30578677	-123.7964539
Not gonna lie  I kinda missed the feeling of earthquakes. Thanks Cali ! :)	 2014-08-24 16:45:11	41750995	37.35088856	-122.0339575
@ReNayKed ... There was an earthquake?	 2014-08-24 16:46:02	315103727	37.74175705	-120.9080045
quake woke me up this morning. first time I've felt an earthquake since moving here	 2014-08-24 16:47:09	158548490	37.34284039	-121.8936526
The earthquake woke me up ????	 2014-08-24 16:47:03	1724079230	37.25862429	-121.8060983
My hearts goes out for the people in #NapaQuake. Prayers for them  their families  and their homes.	 2014-08-24 16:47:47	30019950	37.29194945	-121.8788242
Enjoying the beauty  as the fish I believe were spooked by the earthquakes that are rocking thisÉ?? http://t.co/jjgZu33QsG	 2014-08-24 16:48:15	16046987	37.71572914	-119.6770227
