tweet,time,tweet_id,lat,long
ottimes daily top stories ghostlightning secretanimelov erojunko, 2014-08-24 08:55:08,362523555,36.7392,-121.4147
cant live without, 2014-08-24 10:21:42,341735855,37.27364162,-121.8004701
watching chapelle show without doesnt feel quite right, 2014-08-24 10:21:46,4602,37.30617174,-121.9481551
yo errybody emily reimers phone dead appologizes, 2014-08-24 10:21:51,837173065,37.31985022,-121.9875459
rt stop tricking even got self esteem game low damn, 2014-08-24 10:21:39,2350122217,37.32603288,-121.8380404
haters gon na hate potatoes gon na potate, 2014-08-24 10:21:48,71378392,37.32168803,-122.0696912
liked video player ego cholo, 2014-08-24 10:21:42,571953721,37.33863878,-121.877644
quits lose smh rt everyone online plays barcelona alright, 2014-08-24 10:21:43,333868924,37.37301574,-121.8923792
philadelphia millionare meek nigga, 2014-08-24 10:21:41,855970824,37.31249201,-121.981364
got curfew fucking right imma monica amp amp leave ass lol, 2014-08-24 10:21:47,63654763,37.32599357,-121.8445059
amp homecoming end month, 2014-08-24 10:22:01,1663836642,37.31751887,-121.8031744
days till pll whos excited, 2014-08-24 10:21:58,341735855,37.27367603,-121.8007926
silence speaks louder words, 2014-08-24 10:21:52,1305626611,37.2934622,-121.8166745
bricksquad block toten, 2014-08-24 10:22:00,466185288,37.26805619,-121.8700919
fadhil harvard university rt afrizaldelonge afrizal oxford university rt sarah vhs grade xi, 2014-08-24 10:22:07,277618799,37.3508255,-122.0579449
lil bae im still, 2014-08-24 10:22:03,6020282,37.35825148,-121.9987
character screen husband play vampire diaries, 2014-08-24 10:22:18,41750995,37.35087771,-122.0338561
know theres bill, 2014-08-24 10:22:14,514548723,37.2943543,-121.9673795
ight time tag tcugrival fwm, 2014-08-24 10:22:13,521078533,37.31272624,-121.8233559
one corrected followers suck lmao, 2014-08-24 10:22:25,552343346,37.2792203,-121.8180346
iggy azalea ft juicy flexin amp finessin, 2014-08-24 10:22:22,391880722,37.27882669,-121.8476511
im pretty sure keyshawn johnson new favorite analyst, 2014-08-24 10:22:27,55718382,37.28537742,-121.8358349
hate love gave good, 2014-08-24 10:22:20,109728456,37.36250807,-121.8454758
time come vampire diaries, 2014-08-24 10:22:29,94765815,37.32010785,-122.0356109
youre gon na find somebody better know know got ta get prepared let go, 2014-08-24 10:22:28,360304339,37.3129935,-121.8793646
realized forgot dvr debate tonight one home record, 2014-08-24 10:22:31,480036065,37.3231238,-121.9225259
hanoi paying extra fly bangkok hanoi id rather spend holiday kymmie lego land amp hello kitty land, 2014-08-24 10:22:37,64546390,37.29846387,-121.9475003
good seeing amp game today, 2014-08-24 10:22:35,612190949,37.27397187,-121.8908108
lives mindset could never move, 2014-08-24 10:22:49,32302375,37.33551637,-121.9082615
hes thirsty, 2014-08-24 10:22:52,14400532,37.3019383,-122.2673324
ima beat face inside, 2014-08-24 10:22:47,153709073,37.2626448,-121.9024585
barely walk tripping regular shoes know made get heels homecoming lls, 2014-08-24 10:22:50,5131,37.36126964,-121.8454169
dnt wat gon na say wen tell, 2014-08-24 10:22:50,996479376,37.24451279,-121.917694
miss everything us, 2014-08-24 10:22:57,403930348,37.32114199,-121.8304523
vote yes lord radio stellars internet radio station year go vote votes per household, 2014-08-24 10:22:57,10219502,37.28000856,-121.8802349
directioners shirtless photos, 2014-08-24 10:23:00,675603,37.05015104,-122.0259932
check website coming djs great new tracks share thoughts get touch chance feature, 2014-08-24 10:23:05,395640021,37.26253929,-121.8068754
greys anatomy tonight day sucks real bad, 2014-08-24 10:23:06,306415253,37.30151639,-121.8962097
girl age spending night dad found wasnt actually daughter kicked, 2014-08-24 10:23:06,333868924,37.37298303,-121.8923921
gon na beg stay aint got ta ask whats wrong reason running something already gone, 2014-08-24 10:23:07,14223434,37.3652692,-122.0190554
peanut butter jam come rescue moment need, 2014-08-24 10:23:07,364691947,37.3110524,-121.7661598
join video chat online lets oovoo, 2014-08-24 10:23:18,20067115,37.36581401,-122.1034035
supergorge family photo ti gang, 2014-08-24 10:23:15,570552812,37.32659509,-121.8495222
seem like ones love always ones die first, 2014-08-24 10:23:15,259966107,37.3336181,-121.9934427
sgd plated wave bracelet made swarovski elementsfree registered postage available white gold champagne gold, 2014-08-24 10:23:31,83749630,37.3668066,-122.1512263
borini injured theres rumours wisdom injured well step even younger youngsters getting ridiculous squad depth, 2014-08-24 10:23:32,292025491,37.33956634,-121.9401496
new bedroom antics alan lyndsey decide shake things new tonight wbtv, 2014-08-24 10:23:30,51319609,37.36426064,-121.8367745
yay top emotions gamers experience joy fr, 2014-08-24 10:23:37,555742290,37.33055554,-121.7900567
evrything buy odee exspensive, 2014-08-24 10:23:37,14092498,37.34983513,-121.9949713
family buys ipad receives box full notepads instead video, 2014-08-24 10:23:42,352694527,37.33272008,-121.8770573
nobody understands things nobody understands say things say nobody ever understand, 2014-08-24 10:23:44,502437057,37.2860514,-121.7609799
playing bloodline would ylr radio tune gt, 2014-08-24 10:23:38,1730296039,37.0247684,-121.6111003
bad glastonbury listeners, 2014-08-24 10:23:45,18706724,37.29846046,-121.9239192
im still vacation cocktail might might slightly buzzed hic, 2014-08-24 10:23:48,1106981018,37.23006641,-121.8046568
gaffer talked tactics couldnt concentrate kept thinking big boot tits, 2014-08-24 10:23:45,29410830,37.36936568,-122.0096263
photoset perfectioney, 2014-08-24 10:23:48,1082681838,37.285526,-121.8173024
pingo almost free save remetee shirts jeans women street moda, 2014-08-24 10:23:53,930044245,37.27145805,-121.839348
admit sometimes petty, 2014-08-24 10:23:57,2257103024,36.9818316,-122.0148998
im lookin love cuz shes gone, 2014-08-24 10:24:00,1465251740,37.3394713,-121.794814
one time need trees errybody souped lol, 2014-08-24 10:23:54,18769920,37.281016,-121.908052
game mesquite poteet begin go scots, 2014-08-24 10:23:56,85606244,37.32633657,-121.8875791
unlocked bakers dozen badge checking bakeries mmm carbs, 2014-08-24 10:23:58,514548723,37.2944692,-121.9673362
unknown whether person receiving points elevate member person buying points, 2014-08-24 10:24:06,25944887,37.3370078,-121.9270648
low price bronze color fashion watch, 2014-08-24 10:24:02,35851300,37.3615157,-122.0044399
hungary sees obligation join euro pm financial hungary, 2014-08-24 10:24:01,16318984,37.35078732,-121.9947393
mark reynolds putting better power numbers, 2014-08-24 10:24:05,1013934960,37.37334042,-122.0923609
careful trust gys, 2014-08-24 10:24:11,392460446,37.27354309,-121.7515669
posting facebook feed tagging users bemmu jun max bi, 2014-08-24 10:24:08,342474511,37.3301768,-121.8052301
steelers titans football min tigers pm better come get drinks amp chips youre ready, 2014-08-24 10:24:15,41750995,37.35082097,-122.0339192
itunes uk top free iphone apps find iphone itunes, 2014-08-24 10:24:22,54463831,37.31878473,-121.7812776
rt sometimes feelings really mean found letters write never send, 2014-08-24 10:24:16,1621019076,37.28482965,-121.9027496
big smile lady glanced around room said pastor ill take, 2014-08-24 10:24:29,153709073,37.2627069,-121.9024992
vampire diaries time, 2014-08-24 10:24:36,491834102,37.3732858,-122.0645326
north carolina romney vs obama rasmussen reports romney obama romney, 2014-08-24 10:24:34,594059393,37.3270137,-121.8828133
nascar doesnt conduct preseason baseline tests indycar, 2014-08-24 10:24:43,14982069,37.34507388,-121.9791914
chinese food, 2014-08-24 10:24:43,14277600,37.37253975,-122.0192017
well lot haribo, 2014-08-24 10:24:50,341735855,37.27361484,-121.8007857
secrets brought together secrets threaten tear apart counterfeit kisses, 2014-08-24 10:24:54,153709073,37.262705,-121.9024655
booking feature inquiries please email riccobarrino gmailcom serious inquiries, 2014-08-24 10:24:56,17261953,37.29613177,-121.8800306
watch nigeria vs liberia live, 2014-08-24 10:25:14,47698395,37.3193259,-121.9939459
think someone hacked twitter got ta start tweeting, 2014-08-24 10:25:27,44919902,37.32142727,-121.8845374
comixology debuts submit program picking indie comics app, 2014-08-24 10:25:25,164758769,37.35282039,-121.9986279
bitch wasnt texting last night grandaddy purp, 2014-08-24 10:25:30,55718382,37.28538701,-121.8359109
homecoming date doesnt talk, 2014-08-24 10:25:42,14223434,37.3652745,-122.0190079
im high yellow model amp thick, 2014-08-24 10:25:38,855970824,37.31263503,-121.9812457
days users load average, 2014-08-24 10:25:38,347713923,37.35342204,-121.8425901
new event absent minds williams mint club leeds friday th october, 2014-08-24 10:25:53,26149168,37.36031532,-121.8399374
ill night, 2014-08-24 10:25:51,50522038,36.97594722,-122.0118726
said ready blinks eyes, 2014-08-24 10:26:02,15355149,37.3281649,-121.8861915
girl true store tryna get chose lol, 2014-08-24 10:26:02,465759363,37.34833841,-122.0365156
enough class wine still handle patron, 2014-08-24 10:26:06,948203804,37.09618958,-121.6429214
friend got wanting everything much city alone stagnant, 2014-08-24 10:26:24,197796433,37.3307457,-121.8754266
test tweet jst, 2014-08-24 10:26:15,425614175,37.34306734,-121.8845871
guys hair awesome dresses like slob, 2014-08-24 10:26:26,224558317,37.09847394,-122.1125532
guess time, 2014-08-24 10:26:25,353399758,36.81641337,-119.7555237
eve radio prime available next gmt djdaddy, 2014-08-24 10:26:37,35851300,37.36152988,-122.0042564
another hr day timber mtns gasherbrums im coming new ork mtns gold dust long traverse, 2014-08-24 10:26:38,391880722,37.27883508,-121.8475103
favorite week made taking surveys week far look gt gt, 2014-08-24 10:26:49,225253874,37.36919146,-121.8209798
singer twitter please follow, 2014-08-24 10:26:51,19103612,37.36371196,-122.0512769
dumb sometimes blame nigga, 2014-08-24 10:26:47,259966107,37.3336181,-121.9934427
need back massage, 2014-08-24 10:26:56,465109337,37.26137698,-121.808363
ate niya house, 2014-08-24 10:27:09,2200609441,37.24022255,-121.860346
hour, 2014-08-24 10:27:15,455053054,37.37123485,-121.8210209
lol ive wanting fight lately, 2014-08-24 10:27:19,193482885,37.36396161,-122.0212029
quickstart boot amp backup guide help set configuration dell powervault rd, 2014-08-24 10:27:26,43357385,37.37047603,-122.0204603
two pairs socks hoodie sweats im still cold degrees im gon na die get back gc, 2014-08-24 10:27:34,252349869,37.2697672,-121.9638143
np lil mouse dwade, 2014-08-24 10:27:45,2350122217,37.32603886,-121.8382006
well left team iphone drank, 2014-08-24 10:27:41,9624612,37.35127816,-121.8912534
